country,year,value
China,2011,1336
China,2012,1666
China,2013,2068
China,2014,1083
Colombia,2002,5
Costa Rica,2008,0
Cote d'Ivoire,1971,1
Croatia,2000,2
Cuba,1975,1
Cuba,1978,12
Cuba,1979,10
Cuba,1980,8
Cyprus,1996,43
Czechoslovakia,1950,17
Czechoslovakia,1951,15
Czechoslovakia,1952,15
Czechoslovakia,1953,9
Czechoslovakia,1954,49
Czechoslovakia,1955,950
Czechoslovakia,1956,1560
Czechoslovakia,1957,1576
Czechoslovakia,1958,1530
Czechoslovakia,1959,939
Czechoslovakia,1960,623
Czechoslovakia,1961,200
Czechoslovakia,1962,173
Czechoslovakia,1963,133
Czechoslovakia,1964,267
Czechoslovakia,1965,325
Czechoslovakia,1966,412
Czechoslovakia,1967,409
Czechoslovakia,1968,495
Czechoslovakia,1969,656
Czechoslovakia,1970,421
Czechoslovakia,1971,414
Czechoslovakia,1972,642
Czechoslovakia,1973,661
Czechoslovakia,1974,860
Czechoslovakia,1975,705
Czechoslovakia,1976,795
Czechoslovakia,1977,797
Czechoslovakia,1978,831
Czechoslovakia,1979,796
Czechoslovakia,1980,784
Czechoslovakia,1981,905
Czechoslovakia,1982,914
Czechoslovakia,1983,1036
Czechoslovakia,1984,1081
Czechoslovakia,1985,1005
Czechoslovakia,1986,1231
Czechoslovakia,1987,1284
Czechoslovakia,1988,1339
Czechoslovakia,1989,1050
Czechoslovakia,1990,613
Czechoslovakia,1991,411
Czechoslovakia,1992,210
Czech Republic,1993,152
Czech Republic,1994,274
Czech Republic,1995,131
Czech Republic,1996,114
Czech Republic,1997,22
Czech Republic,1998,20
Czech Republic,1999,55
Czech Republic,2000,80
Czech Republic,2001,87
Czech Republic,2002,60
Czech Republic,2003,64
Czech Republic,2004,1
Czech Republic,2005,73
Czech Republic,2006,44
Czech Republic,2007,32
Czech Republic,2008,32
Czech Republic,2009,22
Czech Republic,2010,5
Czech Republic,2011,11
Czech Republic,2012,8
Czech Republic,2013,34
Czech Republic,2014,17
Denmark,1960,20
Denmark,1964,60
Denmark,1965,20
Denmark,1967,131
Denmark,1968,28
Denmark,1969,3
Denmark,1975,23
Denmark,1980,18
Denmark,1981,29
Denmark,1982,64
Denmark,1983,115
Denmark,1987,116
Denmark,1988,40
Denmark,1990,71
Denmark,1991,10
Denmark,1993,241
Denmark,1994,330
Denmark,1995,8
Denmark,1998,1
Denmark,1999,6
Denmark,2000,20
Denmark,2001,1
Denmark,2002,10
Denmark,2003,62
Denmark,2004,173
Denmark,2006,9
Denmark,2007,6
Denmark,2008,17
Denmark,2009,14
Denmark,2010,8
Denmark,2011,21
Denmark,2012,23
Denmark,2013,9
Denmark,2014,13
DR Congo,1979,1
East Germany (GDR),1960,17
East Germany (GDR),1961,25
East Germany (GDR),1962,17
East Germany (GDR),1963,29
East Germany (GDR),1964,39
East Germany (GDR),1965,26
East Germany (GDR),1974,11
East Germany (GDR),1976,12
East Germany (GDR),1977,26
East Germany (GDR),1978,14
East Germany (GDR),1979,35
East Germany (GDR),1980,35
East Germany (GDR),1981,43
East Germany (GDR),1982,3
East Germany (GDR),1986,39
East Germany (GDR),1987,116
East Germany (GDR),1988,116
East Germany (GDR),1989,149
East Germany (GDR),1990,77
Ecuador,2014,6
Egypt,1956,9
Egypt,1957,6
Egypt,1958,4
Egypt,1959,4
Egypt,1961,0
Egypt,1962,7
Egypt,1963,8
Egypt,1964,2
Egypt,1966,13
Egypt,1968,26
Egypt,1969,15
Egypt,1970,37
Egypt,1975,16
Egypt,1977,69
Egypt,1978,80
Egypt,1979,13
Egypt,1980,29
Egypt,1981,77
Egypt,1982,80
Egypt,1983,70
Egypt,1984,36
Egypt,1985,5
Egypt,1986,19
Egypt,1987,61
Egypt,1988,65
Egypt,1989,63
Egypt,1990,20
Egypt,1992,13
Egypt,1993,22
Egypt,1994,15
Egypt,1995,9
Egypt,1996,5
Egypt,1997,5
Eritrea,1998,2
Eritrea,1999,0
Estonia,1996,8
Ethiopia,1985,22
Ethiopia,1987,51
Ethiopia,1997,17
Fiji,1984,10
Finland,1960,60
Finland,1961,1
Finland,1965,1
Finland,1966,86
Finland,1967,33
Finland,1968,33
Finland,1969,33
Finland,1970,2
Finland,1971,39
Finland,1972,30
Finland,1974,63
Finland,1975,63
Finland,1978,63
Finland,1979,63
Finland,1982,20
Finland,1988,1
Finland,1991,22
Finland,1992,11
Finland,1993,13
Finland,1994,22
Finland,1995,26
Finland,1996,9
Finland,1997,10
Finland,1998,34
Finland,1999,28
Finland,2000,12
Finland,2001,33
Finland,2002,34
Finland,2003,44
Finland,2004,34
Finland,2005,47
Finland,2006,137
Finland,2007,77
Finland,2008,77
Finland,2009,51
Finland,2010,58
Finland,2011,40
Finland,2012,110
Finland,2013,83
Finland,2014,84
FMLN (El Salvador)*,1991,1
France,1950,14
France,1951,67
France,1952,43
France,1953,315
France,1954,371
France,1955,471
France,1956,864
France,1957,648
France,1958,703
France,1959,793
France,1960,1133
France,1961,956
France,1962,989
France,1963,1292
France,1964,1494
France,1965,1247
France,1966,1701
France,1967,1526
France,1968,1471
France,1969,1446
France,1970,1643
France,1971,2282
France,1972,2606
France,1973,2876
France,1974,2095
France,1975,2154
France,1976,2006
France,1977,2678
France,1978,3301
France,1979,3019
France,1980,3860
France,1981,3786
France,1982,3831
France,1983,3468
France,1984,3029
France,1985,4026
France,1986,3025
France,1987,1785
France,1988,1963
France,1989,2207
France,1990,1698
France,1991,1107
France,1992,1183
France,1993,926
France,1994,842
France,1995,967
France,1996,1896
France,1997,3230
France,1998,3139
France,1999,1859
France,2000,1116
France,2001,1455
France,2002,1474
France,2003,1441
France,2004,2324
France,2005,1842
France,2006,1702
France,2007,2408
France,2008,2063
France,2009,1959
France,2010,911
France,2011,1770
France,2012,1067
France,2013,1578
France,2014,1978
Gabon,1973,1
Georgia,1999,46
Georgia,2000,69
Georgia,2002,69
Georgia,2004,16
Germany (FRG),1953,38
Germany (FRG),1954,29
Germany (FRG),1955,24
Germany (FRG),1956,24
Germany (FRG),1957,44
Germany (FRG),1958,25
Germany (FRG),1959,93
Germany (FRG),1960,156
Germany (FRG),1961,12
Germany (FRG),1962,146
Germany (FRG),1963,133
Germany (FRG),1964,418
Germany (FRG),1965,307
Germany (FRG),1966,693
Germany (FRG),1967,761
Germany (FRG),1968,588
Germany (FRG),1969,749
Germany (FRG),1970,1461
Germany (FRG),1971,1364
Germany (FRG),1972,1377
Germany (FRG),1973,226
Germany (FRG),1974,1208
Germany (FRG),1975,1440
Germany (FRG),1976,1662
Germany (FRG),1977,1712
Germany (FRG),1978,1628
Germany (FRG),1979,1439
Germany (FRG),1980,1648
Germany (FRG),1981,2029
Germany (FRG),1982,1677
Germany (FRG),1983,2395
Germany (FRG),1984,2944
Germany (FRG),1985,1374
Germany (FRG),1986,1504
Germany (FRG),1987,1043
Germany (FRG),1988,1480
Germany (FRG),1989,1246
Germany (FRG),1990,1834
Germany (FRG),1991,2516
Germany (FRG),1992,1453
Germany (FRG),1993,1580
Germany (FRG),1994,2751
Germany (FRG),1995,1468
Germany (FRG),1996,1974
Germany (FRG),1997,955
Germany (FRG),1998,1837
Germany (FRG),1999,1871
Germany (FRG),2000,1619
Germany (FRG),2001,923
Germany (FRG),2002,916
Germany (FRG),2003,1731
Germany (FRG),2004,1139
Germany (FRG),2005,2081
Germany (FRG),2006,2710
Germany (FRG),2007,3257
Germany (FRG),2008,2388
Germany (FRG),2009,2547
Germany (FRG),2010,2725
Germany (FRG),2011,1359
Germany (FRG),2012,1161
Germany (FRG),2013,942
Germany (FRG),2014,1200
Ghana,1979,6
Ghana,2005,19
Greece,1964,1
Greece,1965,1
Greece,1992,15
Greece,1993,10
Greece,1994,18
Greece,1996,19
Greece,1997,31
Greece,1998,9
Greece,1999,3
Greece,2000,2
Greece,2001,2
Greece,2003,6
Greece,2004,22
Greece,2005,13
Greece,2006,23
Guatemala,1955,1
Guyana,1976,2
Hungary,1957,5
Hungary,1966,18
Hungary,1967,18
Hungary,1968,37
Hungary,1969,28
Hungary,1972,8
Hungary,1973,44
Hungary,1974,8
Hungary,1975,8
Hungary,1980,4
Hungary,1981,30
Hungary,1982,4
Hungary,1983,4
Hungary,1993,21
Hungary,1995,6
Hungary,1997,24
Hungary,2002,34
Hungary,2005,82
Hungary,2007,9
Hungary,2013,41
Iceland,1980,0
Iceland,1993,5
India,1959,1
India,1968,1
India,1971,6
India,1972,2
India,1973,21
India,1974,24
India,1975,31
India,1978,27
India,1979,22
India,1982,2
India,1987,0
India,1988,1
India,1989,0
India,1990,3
India,1991,0
India,1992,1
India,1993,9
India,1994,2
India,1995,2
India,1996,0
India,1997,0
India,1998,0
India,1999,0
India,2000,21
India,2001,2
India,2002,0
India,2003,4
India,2004,27
India,2005,19
India,2006,33
India,2007,21
India,2008,11
India,2009,27
India,2010,5
India,2011,3
India,2013,11
India,2014,55
Indonesia,1963,7
Indonesia,1978,9
Indonesia,1980,4
Indonesia,1985,8
Indonesia,1986,4
Indonesia,1993,16
Indonesia,1994,16
Indonesia,1995,25
Indonesia,1997,8
Indonesia,1999,49
Indonesia,2001,16
Indonesia,2002,49
Indonesia,2004,25
Indonesia,2005,8
Indonesia,2006,8
Indonesia,2008,1
Indonesia,2011,8
Iran,1962,3
Iran,1967,28
Iran,1970,23
Iran,1971,6
Iran,1972,106
Iran,1973,6
Iran,1974,123
Iran,1975,84
Iran,1980,0
Iran,1981,0
Iran,1982,0
Iran,1983,0
Iran,1984,1
Iran,1985,1
Iran,1986,1
Iran,1987,1
Iran,1988,1
Iran,1989,1
Iran,1990,1
Iran,1991,1
Iran,1992,1
Iran,1993,1
Iran,1994,1
Iran,1995,1
Iran,1996,2
Iran,1997,1
Iran,1998,0
Iran,1999,0
Iran,2000,0
Iran,2001,0
Iran,2002,3
Iran,2003,9
Iran,2004,1
Iran,2005,2
Iran,2006,75
Iran,2008,43
Iran,2009,45
Iran,2010,45
Iran,2011,86
Iran,2012,21
Iran,2013,12
Iran,2014,42
Iraq,1957,0
Iraq,1960,3
Iraq,1980,28
Iraq,1988,168
Iraq,1989,20
Ireland,1978,2
Ireland,1979,9
Ireland,1980,9
Ireland,1981,2
Ireland,2005,15
Ireland,2006,30
Ireland,2007,29
Ireland,2008,26
Ireland,2009,26
Ireland,2010,25
Ireland,2011,1
Ireland,2012,25
Ireland,2013,31
Ireland,2014,8
Israel,1954,8
Israel,1955,30
Israel,1957,4
Israel,1959,23
Israel,1964,5
Israel,1965,10
Israel,1966,14
Israel,1967,13
Israel,1968,23
Israel,1969,24
Israel,1970,13
Israel,1971,21
Israel,1972,31
Israel,1973,17
Israel,1974,50
Israel,1975,120
Israel,1976,62
Israel,1977,202
Israel,1978,212
Israel,1979,190
Israel,1980,274
Israel,1981,217
Israel,1982,254
Israel,1983,414
Israel,1984,281
Israel,1985,209
Israel,1986,354
Israel,1987,137
Israel,1988,75
Israel,1989,212
Israel,1990,85
Israel,1991,152
Israel,1992,324
Israel,1993,383
Israel,1994,296
Israel,1995,166
Israel,1996,285
Israel,1997,246
Israel,1998,229
Israel,1999,190
Israel,2000,387
Israel,2001,439
Israel,2002,572
Israel,2003,442
Israel,2004,677
Israel,2005,509
Israel,2006,399
Israel,2007,529
Israel,2008,347
Israel,2009,734
Israel,2010,647
Israel,2011,587
Israel,2012,530
Israel,2013,756
Israel,2014,824
Italy,1950,138
Italy,1951,117
Italy,1952,24
Italy,1954,7
Italy,1955,143
Italy,1956,257
Italy,1957,275
Italy,1958,234
Italy,1959,8
Italy,1960,104
Italy,1961,240
Italy,1962,258
Italy,1963,239
Italy,1964,369
Italy,1965,288
Italy,1966,234
Italy,1967,128
Italy,1968,162
Italy,1969,334
Italy,1970,275
Italy,1971,365
Italy,1972,292
Italy,1973,342
Italy,1974,417
Italy,1975,747
Italy,1976,660
Italy,1977,638
Italy,1978,678
Italy,1979,1306
Italy,1980,1149
Italy,1981,1690
Italy,1982,1690
Italy,1983,1199
Italy,1984,1274
Italy,1985,932
Italy,1986,227
Italy,1987,604
Italy,1988,384
Italy,1989,335
Italy,1990,205
Italy,1991,337
Italy,1992,247
Italy,1993,336
Italy,1994,204
Italy,1995,297
Italy,1996,326
Italy,1997,454
Italy,1998,426
Italy,1999,504
Italy,2000,204
Italy,2001,243
Italy,2002,468
Italy,2003,355
Italy,2004,251
Italy,2005,825
Italy,2006,527
Italy,2007,713
Italy,2008,393
Italy,2009,493
Italy,2010,524
Italy,2011,939
Italy,2012,828
Italy,2013,953
Italy,2014,786
Japan,1954,2
Japan,1955,110
Japan,1956,38
Japan,1957,112
Japan,1958,3
Japan,1959,41
Japan,1960,1
Japan,1961,61
Japan,1962,100
Japan,1963,7
Japan,1964,13
Japan,1966,5
Japan,1969,34
Japan,1971,15
Japan,1972,4
Japan,1973,17
Japan,1974,41
Japan,1978,9
Japan,1979,11
Japan,1980,167
Japan,1983,17
Japan,1984,17
Japan,1985,55
Japan,1986,99
Japan,1989,15
Japan,1990,30
Japan,1991,68
Japan,1992,126
Japan,1993,153
Japan,1994,162
Japan,1995,158
Japan,1996,188
Japan,1997,32
Japan,2007,40
Jordan,1959,2
Jordan,1971,36
Jordan,1973,22
Jordan,1974,9
Jordan,1975,50
Jordan,1977,18
Jordan,1983,76
Jordan,1985,2
Jordan,1986,16
Jordan,1988,7
Jordan,1989,16
Jordan,1994,64
Jordan,1997,6
Jordan,2004,42
Jordan,2005,20
Jordan,2007,13
Jordan,2008,12
Jordan,2009,60
Jordan,2010,111
Jordan,2012,20
Jordan,2013,1
Jordan,2014,114
Kazakhstan,1995,13
Kazakhstan,1996,12
Kazakhstan,1997,3
Kazakhstan,1998,6
Kazakhstan,1999,183
Kazakhstan,2000,19
Kazakhstan,2001,12
Kazakhstan,2004,5
Kazakhstan,2006,6
Kenya,1981,8
Kenya,1991,2
Kenya,1993,2
Kuwait,1967,3
Kuwait,1980,24
Kuwait,1984,4
Kuwait,1998,99
Kyrgyzstan,1995,57
Kyrgyzstan,2003,92
Kyrgyzstan,2006,18
Kyrgyzstan,2007,18
Kyrgyzstan,2008,14
Latvia,1994,9
Lebanon,1967,1
Lebanon,1991,1
Lebanon,2002,45
Libya,1972,0
Libya,1973,0
Libya,1975,26
Libya,1976,4
Libya,1978,8
Libya,1979,398
Libya,1980,95
Libya,1981,107
Libya,1982,168
Libya,1983,14
Libya,1984,54
Libya,1985,32
Libya,1986,10
Libya,1987,14
Libya,1988,62
Libya,1989,7
Libya,1990,36
Libya,1994,3
Libya,1997,3
Libya,1998,10
Libya,2002,21
Libya,2003,16
Libya,2004,113
Libya,2005,113
Libya,2006,18
Libya,2007,10
Libya,2008,18
Libya,2009,32
Libya,2010,28
Lithuania,2002,3
Luxembourg,2007,0
Malawi,2000,1
Malaysia,1971,7
Malaysia,1982,6
Malaysia,1995,0
Malaysia,1999,11
Malaysia,2009,0
Malta,2004,10
Mexico,1953,4
Moldova,1992,11
Moldova,1994,36
Moldova,1997,217
Moldova,2000,6
Moldova,2001,42
Moldova,2002,60
Moldova,2003,10
Moldova,2005,18
Moldova,2006,3
Moldova,2007,19
Moldova,2008,29
Moldova,2009,20
Moldova,2011,11
Montenegro,2006,71
Montenegro,2007,109
Montenegro,2010,18
Morocco,1962,2
Morocco,1969,6
Morocco,1978,6
Mozambique,1977,1
Mujahedin (Afghanistan)*,1992,1
Netherlands,1950,215
Netherlands,1951,58
Netherlands,1952,21
Netherlands,1953,7
Netherlands,1954,62
Netherlands,1955,255
Netherlands,1956,9
Netherlands,1957,8
Netherlands,1958,51
Netherlands,1959,48
Netherlands,1960,36
Netherlands,1961,108
Netherlands,1962,99
Netherlands,1963,79
Netherlands,1964,93
Netherlands,1965,100
Netherlands,1966,79
Netherlands,1967,182
Netherlands,1968,350
Netherlands,1969,111
Netherlands,1970,5
Netherlands,1971,161
Netherlands,1972,143
Netherlands,1973,205
Netherlands,1974,73
Netherlands,1975,64
Netherlands,1976,306
Netherlands,1977,417
Netherlands,1978,357
Netherlands,1979,309
Netherlands,1980,623
Netherlands,1981,812
Netherlands,1982,688
Netherlands,1983,474
Netherlands,1984,366
Netherlands,1985,175
Netherlands,1986,323
Netherlands,1987,483
Netherlands,1988,724
Netherlands,1989,556
Netherlands,1990,409
Netherlands,1991,448
Netherlands,1992,364
Netherlands,1993,455
Netherlands,1994,627
Netherlands,1995,473
Netherlands,1996,499
Netherlands,1997,614
Netherlands,1998,622
Netherlands,1999,349
Netherlands,2000,284
Netherlands,2001,203
Netherlands,2002,233
Netherlands,2003,336
Netherlands,2004,218
Netherlands,2005,526
Netherlands,2006,1155
Netherlands,2007,1210
Netherlands,2008,460
Netherlands,2009,485
Netherlands,2010,381
Netherlands,2011,538
Netherlands,2012,783
Netherlands,2013,357
Netherlands,2014,561
New Zealand,1967,1
New Zealand,1968,1
New Zealand,1969,0
New Zealand,1972,0
New Zealand,1973,2
New Zealand,1974,5
New Zealand,1975,3
New Zealand,1981,1
New Zealand,1982,2
New Zealand,1984,10
New Zealand,1985,7
New Zealand,1986,0
New Zealand,1991,34
New Zealand,1992,4
New Zealand,1994,3
New Zealand,1999,1
New Zealand,2000,1
New Zealand,2002,1
New Zealand,2004,1
New Zealand,2005,0
New Zealand,2012,75
Nicaragua,1955,1
Nicaragua,1958,2
Nicaragua,1989,2
Nicaragua,1990,2
Nicaragua,1992,76
Nicaragua,1993,21
Nicaragua,1995,5
Niger,1973,0
Nigeria,1989,2
Nigeria,1990,3
North Korea,1974,11
North Korea,1975,12
North Korea,1979,20
North Korea,1980,29
North Korea,1981,5
North Korea,1982,148
North Korea,1983,250
North Korea,1984,90
North Korea,1985,57
North Korea,1986,65
North Korea,1987,212
North Korea,1988,189
North Korea,1989,14
North Korea,1990,4
North Korea,1991,113
North Korea,1992,131
North Korea,1993,137
North Korea,1994,24
North Korea,1995,41
North Korea,1996,47
North Korea,1997,47
North Korea,1998,81
North Korea,1999,55
North Korea,2000,58
North Korea,2001,73
North Korea,2002,162
North Korea,2003,134
North Korea,2004,47
North Korea,2005,20
North Korea,2006,20
North Korea,2007,20
North Korea,2008,20
North Korea,2009,20
North Korea,2014,1
North Yemen,1985,3
Norway,1950,1
Norway,1951,30
Norway,1953,8
Norway,1959,8
Norway,1960,38
Norway,1962,25
Norway,1963,55
Norway,1964,67
Norway,1965,65
Norway,1966,80
Norway,1967,140
Norway,1968,65
Norway,1969,53
Norway,1971,8
Norway,1972,31
Norway,1973,10
Norway,1975,8
Norway,1976,8
Norway,1977,8
Norway,1978,93
Norway,1979,161
Norway,1980,158
Norway,1981,278
Norway,1982,68
Norway,1983,35
Norway,1985,42
Norway,1986,29
Norway,1987,54
Norway,1988,34
Norway,1989,124
Norway,1990,82
Norway,1991,167
Norway,1992,75
Norway,1993,51
Norway,1994,64
Norway,1995,21
Norway,1996,4
Norway,1997,19
Norway,1998,3
Norway,1999,5
Norway,2000,3
Norway,2001,42
Norway,2002,83
Norway,2003,84
Norway,2004,56
Norway,2005,6
Norway,2006,17
Norway,2007,61
Norway,2008,114
Norway,2009,147
Norway,2010,159
Norway,2011,156
Norway,2012,158
Norway,2013,122
Norway,2014,127
Oman,1977,5
Oman,1986,5
Oman,1994,0
Oman,2005,1
Pakistan,1967,6
Pakistan,1971,3
Pakistan,1980,15
Pakistan,1981,30
Pakistan,1982,30
Pakistan,1989,1
Pakistan,1990,82
Pakistan,1991,3
Pakistan,1994,2
Pakistan,2000,3
Pakistan,2001,1
Pakistan,2002,9
Pakistan,2003,8
Pakistan,2004,9
Pakistan,2005,24
Pakistan,2006,4
Pakistan,2008,1
Panama,1979,2
Peru,1982,53
Peru,2001,14
Peru,2004,5
Philippines,1986,1
Philippines,2007,4
Poland,1959,28
Poland,1960,5
Poland,1961,5
Poland,1962,12
Poland,1963,111
Poland,1964,237
Poland,1965,234
Poland,1966,319
Poland,1967,309
Poland,1968,288
Poland,1969,323
Poland,1970,268
Poland,1971,274
Poland,1972,272
Poland,1973,158
Poland,1974,232
Poland,1975,299
Poland,1976,406
Poland,1977,382
Poland,1978,317
Poland,1979,229
Poland,1980,207
Poland,1981,346
Poland,1982,211
Poland,1983,115
Poland,1984,90
Poland,1985,130
Poland,1986,274
Poland,1987,222
Poland,1988,232
Poland,1989,20
Poland,1990,105
Poland,1991,55
Poland,1992,56
Poland,1994,131
Poland,1995,176
Poland,1996,46
Poland,1997,21
Poland,1998,1
Poland,1999,64
Poland,2000,45
Poland,2001,81
Poland,2002,56
Poland,2003,81
Poland,2004,47
Poland,2005,18
Poland,2006,282
Poland,2007,163
Poland,2008,73
Poland,2009,75
Poland,2010,28
Poland,2011,8
Poland,2012,13
Poland,2013,142
Poland,2014,27
Portugal,1967,2
Portugal,1971,3
Portugal,1973,4
Portugal,1974,11
Portugal,1975,101
Portugal,1976,21
Portugal,1978,7
Portugal,1979,2
Portugal,1980,1
Portugal,1983,1
Portugal,1986,1
Portugal,1987,1
Portugal,1989,71
